# w_1 w_2 VF 
5.198051582988307828e+00 6.959563638039419686e+00 2.514386580629934809e-02
1.663091857414155328e+00 4.023211249618165120e+00 -1.924301901373642876e-02
8.019774457077502916e+00 7.978807269673773739e+00 -6.585850512902036158e-02
5.099439383462137654e-01 6.897754487988950522e+00 -1.988249382928485021e-01
6.943319682241241075e+00 1.534391637696142840e+00 -9.181131064652450213e-01
7.127267867290023595e+00 7.170935460553171659e+00 -6.347840759932199539e-02
1.724453809848759178e+00 8.240045974259544437e+00 -8.048830337081111508e-02
3.003325389444860161e+00 5.893522863834187220e+00 2.316326231102686095e-02
1.261352994442434608e-02 2.987087747680832184e+00 -2.028049686299074339e-01
5.079914363576494285e-01 5.374901683655379792e+00 -2.074323105020482172e-01
5.002620548567872083e-01 7.407797759716726382e+00 -1.990787416523066011e-01
5.278003833192767225e+00 2.435592066036272207e+00 -6.781360027077713015e-01
4.850679805338151240e+00 9.470438061866563118e+00 -2.103029757445218362e-02
7.999119606035651309e+00 4.666785167346096941e+00 -4.274134504662114864e-01
1.499709643904885079e-02 2.560236415681144795e+00 -2.133571535032610655e-01
7.071705379024057159e+00 6.258694085095377335e-02 -1.069666257212093186e+00
2.896345039648902997e+00 1.752315348951637208e+00 -4.786589187246250710e-01
2.507402992199965652e+00 4.799799010912033204e+00 2.087481250664152688e-02
4.752008949259486137e+00 4.477652037832684506e+00 -1.992627643092123590e-01
7.465757788745649215e+00 7.426017569840704269e+00 -6.753461947392802589e-02
9.592358860510760366e+00 2.859780083655742988e+00 -7.202617837454177163e-01
9.071307716170709412e+00 1.475989433860432631e-01 -1.181852755281093126e+00
3.368316093882830042e+00 4.282327886897221880e+00 9.296621677114494386e-03
7.877496081462552979e+00 8.556114420136008647e+00 1.420763652712953018e-02
6.304106145372997183e+00 6.331678476996780880e+00 -8.266841517397260919e-02
1.218328834047933018e+00 6.024043934623696472e+00 -1.139808187634170633e-01
4.831628382270618083e+00 9.892878104940917794e+00 -9.971518702632797826e-02
6.444839584539892918e+00 2.262564022322203883e+00 -7.933358047453984430e-01
6.790134066699405224e+00 9.718652124345311449e+00 -2.579790612886279089e-02
8.106315363232329929e+00 5.478781020977573135e+00 -3.264750260543071159e-01
5.377908103567465403e+00 5.059946005927550061e+00 -1.814655759726383488e-01
8.907182496472074718e+00 9.505178297127979903e+00 -2.293502947945391668e-03
5.440900890668100232e+00 5.029190648137037201e+00 -1.999362530531435533e-01
1.900901010448727613e+00 2.451709450754749220e+00 -1.754348661123299180e-01
7.410130655421736101e+00 4.156680162937027134e+00 -4.880335227315546476e-01
9.714459009683489299e+00 8.811810214721575107e+00 -1.516335334710821048e-01
1.554204066423201747e+00 9.622248053135216139e+00 -2.584595169885877119e-01
8.373084979964783514e+00 7.861159519488869485e+00 -1.239648584036895373e-01
6.723131577095773359e+00 5.966225227185898206e+00 -1.929287099783693060e-01
1.255096700146294264e+00 8.298437058600800498e+00 -1.453541822276173123e-01
5.257684453531124902e+00 3.717783042998433984e+00 -4.292841931239287367e-01
1.785467081037747761e+00 4.605558798650257302e+00 -1.437330738405256936e-02
9.341867778129460120e+00 6.283170808368303994e+00 -2.927228049564828405e-01
2.628942644966136832e+00 5.249682205310603145e+00 2.145888336780064909e-02
4.960768444706056712e+00 8.426071647023070099e+00 2.414089563731924848e-02
7.916908990532727231e+00 1.169465657926838098e+00 -1.026852217708134951e+00
5.255937438968905973e+00 5.280252863501186944e+00 -1.074724096380120786e-01
2.166578091045639365e+00 2.610138187411193744e+00 -1.617701471894960885e-01
5.626840818609751826e-01 8.812040342991267483e-01 -4.653634939225756439e-01
6.447433819899600849e+00 5.864986497223364514e-01 -1.042835176992782165e+00
9.823920282128902670e+00 9.480460908814633214e+00 -1.029265949919122569e-01
4.385909554200593696e+00 3.827715511020550743e+00 -2.559452513411836216e-01
7.140592082155040821e+00 2.854731222451292183e+00 -7.262643853923129722e-01
9.143711640681919661e+00 1.813830828306975063e+00 -9.319738604138666505e-01
5.047856785888908071e+00 6.706181662105080932e+00 2.494177308908973600e-02
8.417854909908751182e+00 8.829924993202542538e+00 -9.056434988191752744e-03
3.967173836991741420e-01 8.341947441230923133e+00 -2.387299717782772612e-01
9.144314199229125251e+00 1.711271377962833240e+00 -9.521285317228436185e-01
1.684182011704476123e+00 5.062445101418606264e+00 -3.150449313023251374e-02
3.627626430138068514e+00 6.918451083483549091e+00 2.289006493787970609e-02
1.528854939976667993e+00 2.202552996913402339e+00 -2.177344763873090561e-01
7.572855777656659626e+00 3.715584560603386599e+00 -5.685419247453944447e-01
6.640564117607863359e+00 1.217620327979701544e+00 -9.564181440458315864e-01
6.768030330576321418e+00 7.459080724696547371e+00 1.337464323901260688e-02
3.930109009165178691e+00 8.251691212292406874e+00 2.304838726099955881e-02
8.382854793437408247e+00 8.782030387335636235e+00 -1.073187813421816461e-02
6.508376954360026723e+00 3.481592200227882739e+00 -5.860935301707485001e-01
6.884137663844019706e+00 8.517598442917675428e+00 2.187033874297727998e-02
2.844074497549007319e+00 3.511861183332962266e+00 -5.485736220759702964e-02
9.015879370924729130e+00 4.074165116089162875e-01 -1.205607605957076611e+00
8.364434375464316673e+00 5.251582736218076697e+00 -3.622775039224898075e-01
3.687847831748114924e+00 9.559472854424008403e+00 -6.315535118170434448e-02
5.578809046843741015e+00 8.120205823468711337e-01 -9.470376330132087572e-01
8.062291818798193788e+00 3.098477163390602751e+00 -6.864899438889061623e-01
3.470082744103886618e+00 5.883892758742740980e+00 2.334846521667971464e-02
7.495190249810254279e+00 4.010208102865355784e+00 -5.153863596057050023e-01
6.978888109780084115e+00 6.261102663169983984e-01 -1.050902218702430169e+00
9.477838292853620672e+00 3.828277051320800428e+00 -5.654359908864320383e-01
4.984062924732454020e-02 2.032084762193598904e-01 -5.432942346823343982e-01
4.175273509266003380e+00 9.543266744165935123e+00 -4.975774565506807523e-02
4.166410246986186117e+00 5.530648670936630040e+00 2.856266133827900511e-02
2.956032337876609351e+00 7.108260691171994772e+00 2.216989323936036094e-02
1.637329226717173292e+00 6.224842809147836498e+00 -5.591140508915455609e-02
2.201548919603308008e+00 4.318787601544145538e+00 1.384504535060293584e-02
3.101596036605124951e+00 9.859865245013676116e+00 -1.329259710841386166e-01
8.821834700762467563e+00 9.019599465208223421e+00 -2.683104090602994596e-02
8.561941092799228770e+00 1.683962631461927373e+00 -9.643647039552240008e-01
3.758755846789447741e+00 8.115180767615580493e+00 2.282471159576082709e-02
9.773982205106891641e+00 8.761443641942578964e+00 -1.605842372312045185e-01
2.844448686205256038e+00 6.393854051437562802e+00 2.182273812465079788e-02
1.657459961568931162e-01 3.469448863140878192e-01 -5.290190511742169921e-01
7.021108843117111142e+00 2.486577033781631751e+00 -7.912283923358566229e-01
2.833179925730713755e+00 8.515388640543710252e+00 1.669930542875625035e-02
8.826994402451823873e+00 4.471723288350362702e-01 -1.170257718376510825e+00
2.084220665412505280e+00 1.025084400812200924e-01 -6.462983397088228887e-01
4.267727015509304778e+00 6.176791986098506548e+00 2.488588827419796479e-02
5.368961852142542845e+00 2.641756448319487305e+00 -6.511427796206726848e-01
1.116203295944190876e-01 8.154154148621033826e+00 -2.455598151829744558e-01
8.825999091537099162e+00 7.561516936547129752e+00 -1.816617915727561927e-01
7.125453725689644635e+00 1.560382423799008711e+00 -9.254684147193705801e-01
5.937067298180148889e+00 3.599250475862125320e+00 -5.297912906327085780e-01
1.269487049446036186e+00 9.052759574505639506e+00 -2.000114192479692798e-01
6.166291343342900078e+00 3.079974268293915518e+00 -6.428605198319193859e-01
3.771505452792214275e+00 7.300052176675495552e+00 2.358412182938635082e-02
6.335681601728504475e+00 6.028579033390175645e+00 -1.377435998996958677e-01
7.616351244552790334e+00 2.118304952594687762e+00 -8.781728265471618888e-01
2.801840669224542779e+00 4.346847799240479482e+00 2.579025909487622781e-02
3.643628792750577272e+00 3.357409485077929467e+00 -2.235482129096956205e-01
7.871536525799847084e+00 2.147132592050889688e+00 -8.756189595804186876e-01
3.718386642305156364e+00 1.854145093318752213e+00 -5.794368719158037306e-01
5.269369672155369555e-01 7.739004242082708762e-02 -5.638262853304092381e-01
8.798096428373010980e+00 4.089328859779668868e+00 -5.266282171993399430e-01
5.691520856309097098e+00 8.580222668143978382e+00 2.238113793814844321e-02
3.165548304151595715e+00 6.370115588232634352e-01 -6.989638384074929878e-01
8.717634780452714338e+00 4.800415960685875838e+00 -4.268551190878930868e-01
7.655861972389548242e+00 2.531454590230843404e+00 -8.014631267079154187e-01
3.310106648701796050e+00 1.313114648548725727e+00 -6.152627250897243494e-01
9.110193797366921586e+00 5.065283861993965075e+00 -4.010374013839560492e-01
8.047531963157915413e+00 7.025557552169453324e+00 -1.739906510797929462e-01
9.623879213468991001e-01 3.725501396051050240e-01 -5.503930340614047179e-01
3.084905253730350516e+00 1.756196926060116237e+00 -5.035224587833151411e-01
6.296705153424951185e+00 8.238534588322000474e+00 2.212843218963955749e-02
7.130358973824022506e+00 7.796714246272906657e+00 9.942611132470302593e-03
5.446957837901256205e+00 2.905641117278820573e+00 -6.113413795228124226e-01
3.203011478676515811e+00 1.315972017467998967e+00 -6.025152073261692554e-01
1.733643038936269809e+00 6.038950142547512279e+00 -4.081530300101963993e-02
2.763894632440913046e+00 5.729605403744490566e+00 2.237842697254566193e-02
4.771674823588694103e+00 4.800525611600224174e+00 -1.239874117196407832e-01
8.002441649508186927e+00 5.863999062513726379e+00 -2.779263494937158629e-01
4.228613912015741327e+00 6.368117546831898679e+00 2.474700184639333500e-02
9.380603866542237768e+00 8.264612021465775893e-01 -1.111670095861670093e+00
2.157415889761879146e+00 8.942824052937622170e+00 -5.100263326137965958e-02
2.353434300801598766e+00 7.303261244371360483e+00 2.507928001474896140e-03
7.349745311132880765e+00 4.888054685518342879e+00 -3.729545645320704317e-01
3.207678759419024139e+00 1.076927035687820444e+00 -6.420540390188858026e-01
6.541439463444732816e+00 8.369676316122964366e+00 2.144043085502844725e-02
7.714242231940666272e+00 7.521511398768805812e+00 -8.999848813420729954e-02
5.548044289425401843e+00 1.824428287097093149e+00 -7.996884726770935314e-01
8.328745563433406218e+00 7.284862039216219998e+00 -1.720277145438497968e-01
3.426516847681209565e+00 1.960440371034426477e+00 -5.118247165288438705e-01
3.303685730139284793e+00 2.485192761193079747e+00 -3.687315917769037332e-01
5.451859470535260321e+00 1.276475986498233572e+00 -8.550853521462800089e-01
7.584950380249326329e+00 3.310179582979678070e+00 -6.440466018971413575e-01
9.862565399145784895e+00 4.665952149237250213e-01 -1.073050415841666938e+00
4.906200509975032098e+00 6.472820098121864207e-01 -8.761034316135762889e-01
6.000790326319584089e+00 9.121455607510208452e+00 1.883280739622072986e-02
4.408263138143278859e+00 1.197356961888216720e+00 -7.462099976443707927e-01
4.827139732010623518e+00 8.090139724649365149e+00 2.470922050923562985e-02
9.859942185908989742e+00 2.085282073230900313e+00 -8.430075423465078766e-01
5.760354254481273806e+00 7.402914529041528802e+00 2.421295069374407305e-02
2.925968768266225428e+00 2.256847516612542570e+00 -3.633664043788776277e-01
4.192985519300539976e-01 2.698225452565978788e+00 -1.741113167033458420e-01
4.066304501493416684e-02 5.237313835157056729e+00 -2.531925510323983497e-01
1.896777341009781015e-01 3.638196980621859478e+00 -2.128928339798234481e-01
2.415827046399413369e+00 3.969552297913708089e-02 -6.795102266120625067e-01
3.488500177882631337e-01 8.290105223375585197e+00 -2.387813476111528277e-01
2.274179452948583702e+00 6.825181774051895189e+00 -5.493811980004092987e-04
7.833760629283137433e+00 9.546044979108001982e+00 9.795114089878653729e-03
3.410819282169498923e+00 2.080584568481106178e+00 -4.827579555994438998e-01
2.052476762255832643e+00 4.068717940030441405e+00 9.027592543344675757e-03
9.563688693436906973e+00 1.858326555717250805e+00 -9.035971711101020709e-01
5.256625753056924921e+00 4.375977485987185389e+00 -3.177637982330230315e-01
5.651628975728603343e+00 1.184804037163989632e+00 -8.905223876673982186e-01
4.200613013288679198e+00 7.104754200085337423e+00 2.458085098687184944e-02
5.421550331729184435e+00 6.444941721724433137e+00 2.233375833533968180e-02
6.107128681682437943e+00 5.846677660544691513e+00 -1.379477833198612391e-01
2.187607429504583312e+00 9.639311831781625983e+00 -1.709702997762576615e-01
8.809668902284194303e+00 2.779855833945796828e+00 -7.516175485448494120e-01
4.865034443511442874e-01 9.898945101076108699e+00 -3.077994751588608024e-01
5.211249571197333452e+00 6.498266190059051262e+00 2.557620060444620869e-02
5.236929822703028314e+00 9.688318662187711539e+00 -5.180217122423336207e-02
2.179847447128321125e+00 7.707122548522388428e+00 -1.516844670322009536e-02
9.869560607757112081e+00 1.758454434946453926e+00 -8.987907612081509345e-01
6.659661699608333763e+00 7.079942748429729704e+00 -1.314758025143691889e-02
2.687973963635385655e+00 3.324974491882631167e+00 -6.770896032106710205e-02
6.843813977036898866e-01 6.260198842112492557e+00 -1.898002069645098877e-01
5.394853037245547434e+00 6.245108433023399463e+00 2.108587795684047084e-02
2.565572521645226090e+00 6.700332103228744174e+00 1.493588400654738413e-02
2.619561098091404805e+00 7.399639102678893465e+00 1.439632946293645244e-02
8.846527271615752142e+00 7.753313582709639107e+00 -1.675765514327512973e-01
7.557283206136850007e-01 7.143783499824179373e+00 -1.745693422592677346e-01
2.938109384244624422e+00 6.749298404925899497e+00 2.227163088163564009e-02
1.644201829286027761e-01 6.840636346707813509e-01 -4.800756314373743061e-01
2.142725051452086138e+00 2.276290069904622904e+00 -2.514371677709623665e-01
5.557639061272706904e+00 4.295366312039413437e+00 -3.706911697173612685e-01
5.348594690407790786e+00 2.469276828150981817e+00 -6.804696668842381557e-01
1.653243641978753065e+00 8.475863849592398580e+00 -9.585344459909556081e-02
3.304830838067365661e+00 7.681464541464272600e+00 2.285378524132652966e-02
7.439280538926289488e+00 4.736340398068266566e+00 -3.981303947268771681e-01
5.023578587056298783e-01 6.229220994716863302e+00 -2.138183853867544615e-01
1.466657163982709733e+00 3.259371468364127278e+00 -3.244251484156468468e-02
5.966971827896131231e+00 5.836012668577942542e+00 -1.224132331145252328e-01
3.040916524895145745e+00 3.842120515942159198e+00 -2.115052283640789926e-02
7.422666905141478644e+00 1.683685119553210541e+00 -9.285096570787675363e-01
7.705840774071863741e+00 6.064334555136902116e-01 -1.074007863287348208e+00
6.484367667744063368e+00 1.418651135537495112e+00 -9.142175836378226839e-01
2.895761153827799195e+00 1.973808719217647667e+00 -4.277993733826502831e-01
5.010707427282354409e+00 4.865198675942765227e+00 -1.596123830572097058e-01
3.183539888589022038e+00 1.281238806887397275e-01 -7.376034817104225594e-01
9.650054041068981903e+00 2.240497411878053846e+00 -8.281518664595142187e-01
4.754823531035239803e+00 1.142507762259078907e+00 -7.910856980400943206e-01
4.721709067186318443e+00 6.008747560855247194e+00 2.835737412218453102e-02
8.284892725745613973e+00 2.855788422428895967e-01 -1.112717664884770086e+00
1.494799414602522525e+00 7.325321415418563076e-01 -5.361848653892096195e-01
1.196773753229934734e+00 6.137573249749861404e+00 -1.184862615226027205e-01
7.077371161240813890e+00 1.015643842210810943e+00 -1.008003833318952491e+00
4.704360192206553215e+00 3.469579894470607329e+00 -3.872101497091141598e-01
9.643319211380587674e+00 6.855376643692879135e+00 -2.663626133565181187e-01
5.705614965658613258e+00 6.624833253679302203e+00 1.733833031617615372e-02
5.143335703374166457e+00 8.666353124685178821e-01 -8.817054118726773693e-01
5.017434827414164467e+00 4.304355239713292036e+00 -2.895207490446123355e-01
8.232525188332324717e+00 1.203795105052694048e-01 -1.110249365298698443e+00
5.845651059746596268e+00 6.969426016478474928e+00 2.409432494929097945e-02
3.647844562185436068e+00 3.717790588207798841e+00 -1.463139994282385004e-01
2.847486558151822500e+00 2.990070999412215436e-01 -7.093401558205355562e-01
8.325826344328314477e+00 2.072012409829868673e+00 -8.913286145488702461e-01
7.072476977516765295e+00 5.625465148248657066e+00 -2.605032600491459238e-01
1.042163332896326233e+00 4.741567243842028212e+00 -1.149509593529093876e-01
3.536018135838305376e+00 8.294710008276410917e+00 2.275789682875484221e-02
8.652255048095764067e+00 9.329370838923439990e+00 5.501146568443360252e-03
3.280406514161030795e+00 6.871359759808520096e+00 2.299787365078426182e-02
7.165085857226082489e+00 5.201583918575027887e+00 -3.211626237588031119e-01
3.818980588544840238e+00 4.018190109171957403e+00 -1.114539424323539030e-01
6.471244252807251129e+00 7.942520726812550835e-01 -1.015667092787771564e+00
7.032758841263623495e+00 2.228433277585631256e+00 -8.334977895651242141e-01
9.741171340597897910e+00 1.065301257652489397e+00 -1.027981180827168162e+00
4.190320909425302887e+00 1.140169491423898673e+00 -7.323908460402297482e-01
1.923929127276173601e+00 8.721317449037833569e+00 -6.366838175856320836e-02
8.758384697015282327e+00 5.889617884145763149e+00 -3.063225909658395807e-01
8.531357715343032666e+00 7.180604278313750255e-01 -1.112527187572412535e+00
5.110543639365256574e+00 8.901355527093247844e+00 2.328435060098066334e-02
3.117508624806656137e+00 8.478370921350109057e+00 2.112130321864069682e-02
5.739016591606428186e+00 3.711988439172199783e+00 -4.907186304067240323e-01
7.694087305987354242e+00 3.665003905404049522e+00 -5.785104428427809697e-01
6.161570577950078231e+00 2.285274628795938678e+00 -7.747546084208678518e-01
2.578676878310626197e+00 6.386713128614061041e+00 1.711463587396493125e-02
2.398679604273335819e+00 9.871853225803963738e+00 -1.837974866711450939e-01
8.840847794627370249e+00 8.543420038146082973e+00 -8.871004197444587458e-02
3.037227771008762511e-01 8.767945307783548969e+00 -2.738950005763377549e-01
9.751296807214603068e-02 8.838065480852019817e+00 -2.810501570937690152e-01
1.330946940439233783e+00 3.681118571449235599e+00 -5.634569009356038549e-02
5.184613490888141385e+00 8.707136671447479159e+00 2.163559232895972961e-02
6.251876629647775019e+00 6.247080109862609199e+00 -8.948872648322370171e-02
4.266242735321060797e-01 3.138054556956720198e+00 -1.643284060355123533e-01
7.918261590808695516e+00 6.280336320640942382e+00 -2.294459042087340084e-01
6.341180559992193544e+00 2.241975398879343828e+00 -7.906986969978270219e-01
9.181635976930504484e+00 2.702311479613418999e-01 -1.202433484418969911e+00
5.185391085424361890e+00 7.060264329386381377e+00 2.498057046790147506e-02
4.966364062281373726e-01 8.335337770145093472e+00 -2.309682834135660667e-01
4.646344010373935518e+00 8.692649849253029970e+00 2.344655186123412172e-02
6.913477552194742692e+00 6.912540977402242603e+00 -8.221503794989537539e-02
3.720682163049525037e+00 5.702540882114370824e+00 2.461861227245043526e-02
4.948793016559484559e-01 5.864299217101144990e+00 -2.222706557849903897e-01
9.545297301010890578e+00 8.334774493503034343e-01 -1.090758062725928124e+00
3.595682020689210390e+00 8.950405915891424868e+00 2.035796531915495811e-02
5.191394230765578044e+00 6.077647352604759190e-01 -9.213795791396758306e-01
2.731333681909538846e+00 7.855488799352480456e+00 1.544000776884180137e-02
6.028934812128622589e+00 1.038533467224076468e+00 -9.482337982256964226e-01
8.036982822491762768e-01 7.541339532883439833e-01 -4.948004453422248372e-01
7.814799096491645836e-01 2.290862675975109841e+00 -1.989369795881202330e-01
6.320403600074878447e+00 8.402095056417559604e+00 2.200986781214564481e-02
2.157921616817758181e+00 3.864168492537915167e+00 1.630153885817520187e-02
1.210897247808853106e+00 3.751394312318335977e+00 -7.369989547016331244e-02
1.473638827150396402e+00 1.898853490055542048e+00 -3.008696979419256956e-01
8.963938684108974542e+00 5.119165551809508941e+00 -3.924936953859378130e-01
3.061879883067761821e+00 2.761843657284933418e+00 -2.601857967780063507e-01
4.565485302879190854e+00 7.777371155695592009e+00 2.470037949291747914e-02
8.010657219465155521e+00 6.419238365418999948e+00 -2.220368535223156137e-01
1.041333862685619449e+00 6.041761898437344236e+00 -1.401417753623706852e-01
3.896969898027800028e+00 8.489927843085785852e+00 2.188297601141758753e-02
9.635777381597291580e+00 4.564493822062612338e+00 -4.635740762879381194e-01
3.443570902563441116e+00 2.667679211507679171e-01 -7.500322347612091711e-01
6.196572461120513964e+00 4.296507667561590971e+00 -4.212636260108706399e-01
9.337233991838949976e+00 5.235423845056733860e+00 -3.851519140769268379e-01
3.320510973265028420e-02 7.876432663754772356e+00 -2.401595627288415635e-01
7.079803728693297771e+00 4.620631566544031621e+00 -4.005655831919491261e-01
8.139142737355742341e+00 5.072837286709107829e+00 -3.774014214020197100e-01
4.567298318463291373e+00 6.762580084002608238e+00 2.493664946954321504e-02
8.041247241667639045e+00 9.019640539471962981e+00 1.994532513272972984e-02
1.083664822841540420e+00 9.534098378295142950e+00 -2.746466781212588693e-01
4.147524612817652390e+00 9.077283889038582743e+00 1.340778243843288031e-02
9.260327505687611094e+00 8.260253875030711512e+00 -1.533224652796998377e-01
2.587922967873447000e+00 6.579954437195434380e+00 1.616944817827305203e-02
4.639532675973295994e+00 1.911459030055260744e+00 -6.717583104288271656e-01
8.946930554653921064e+00 1.022446769902747743e+00 -1.090386917937635314e+00
8.990913089373588463e+00 6.932666316542573703e+00 -2.360718066087872380e-01
2.799043651322558723e+00 9.274728246814452959e+00 -3.814942127989345844e-02
4.247959587606982557e-01 4.409012777798642091e+00 -1.942450201943464183e-01
2.194586063642133933e+00 9.543399626866827745e+00 -1.507652681664188032e-01
9.495534036563706426e-01 8.172054091659003205e+00 -1.764000222036093413e-01
9.501728159263342022e+00 7.385418882700059307e+00 -2.267125277336334843e-01
7.354530025446826436e+00 9.305886878515400085e+00 1.654576019543929633e-02
3.035544453261024955e+00 1.952771912815834732e+00 -4.530193181893496512e-01
4.272610741840594528e+00 3.057027530701235563e+00 -4.001935701337147044e-01
1.476026888046418906e+00 8.172461115111087082e+00 -1.120130689240379784e-01
3.587907619036420304e+00 8.693349264252240971e+00 2.144446266255206623e-02
5.041099405991906757e+00 4.176689327426401199e+00 -3.155105556095101349e-01
4.079328235286291959e-01 9.550289313977135208e+00 -2.982381091323063615e-01
4.707039466238844838e+00 9.664700893497867540e+00 -6.061505235472952613e-02
7.832681026830372595e+00 1.526851500526025696e+00 -9.722570400355832199e-01
5.363788217494131594e+00 3.848706180897214502e+00 -4.210868819544340558e-01
1.721969659250947249e+00 8.926066359184600785e+00 -1.125797031578481544e-01
7.948174507311120962e+00 8.322483685773288897e+00 -1.080960677737019537e-02
2.321671815193930399e+00 6.902969501378809269e+00 2.174136335295187572e-03
1.425333130166132278e+00 1.692089046496362492e+00 -3.500314329106311018e-01
1.830225370847755606e+00 6.356980993033939598e+00 -3.469186604350629061e-02
4.530046561776481795e+00 4.683111955043337105e+00 -9.926684703969801404e-02
3.799950757139516216e-02 5.234821838240553138e-01 -4.974369930292181774e-01
9.081287309322014778e+00 5.377037907128411121e+00 -3.662143499531139712e-01
8.388421056843055723e+00 2.033055329902745623e+00 -8.987210904314927307e-01
9.266927097243554456e+00 6.872954383613730123e+00 -2.527522085633634452e-01
5.442542311937974553e+00 1.577218111421981872e+00 -8.138090818293887141e-01
4.242669578076093906e+00 9.402245141161085229e+00 -2.363622948812982294e-02
2.612773354261575420e+00 1.727161803103684834e+00 -4.487524781603928758e-01
3.756383380162894081e+00 1.603323792468345443e+00 -6.235211708620318483e-01
3.860622648937881429e+00 4.929190685058697952e+00 2.343575198982711383e-02
7.565317937695365202e+00 8.178033456365713105e-01 -1.051038329550312511e+00
6.523059095247196737e+00 2.425689304639983224e+00 -7.735700312706600412e-01
3.628222178127693542e-02 5.858713013738110487e-01 -4.882547906893754397e-01
8.082199653601632505e+00 2.981779992323363437e+00 -7.096494545383328356e-01
3.325009134415525480e+00 7.440637500177049724e-01 -6.990278356892059008e-01
4.615167914197412458e+00 7.549518537193707246e+00 2.451641574940666146e-02
5.026374748038175966e+00 8.831183222158911050e+00 2.363255234548067296e-02
4.676587478660892749e+00 9.209389675274076481e+00 1.059100090909759206e-02
9.701663518218152760e+00 3.833882326199631319e+00 -5.614462577713600355e-01
4.217473549615668560e+00 3.130475665739032465e+00 -3.746017817966371122e-01
7.351390239152493677e+00 1.761505459234098403e-01 -1.077244054387494376e+00
6.900385246653267579e+00 7.539519520878232406e+00 8.319297252384227903e-03
2.842570966056196635e+00 2.348453319403095207e+00 -3.275005520796208658e-01
1.060877391253206792e+00 5.489279153242216935e+00 -1.274048654488896259e-01
5.925283477994970127e+00 5.898234610871976535e+00 -1.065804147621348674e-01
1.885733055352612819e+00 4.716152137497441998e+00 -7.675273039458224700e-03
2.715848689113319114e+00 7.194797552451878131e-01 -6.522193734411825261e-01
7.183064337158242552e+00 6.590821849999676019e+00 -1.558280235814499814e-01
9.274599361022056954e+00 4.639299235654803510e+00 -4.540070411379591997e-01
7.136386051169037792e+00 7.194162646803995642e+00 -6.060111529643719130e-02
8.814301436521998490e-01 3.768316890970548450e+00 -1.212168680185673475e-01
3.986583961034752960e-02 6.178023495058067027e+00 -2.640355354173231639e-01
4.099546951697207398e+00 5.093840689065073590e+00 1.632076899828566185e-02
7.032264125907828678e+00 1.136652991730978668e+00 -9.884244417500456237e-01
3.100449125229522540e+00 5.611512342248685670e+00 2.305740233783551418e-02
8.741945407780812971e+00 8.168610815009369475e+00 -1.219311580389512706e-01
6.765349079642088093e+00 9.841943587025665963e+00 -4.845254942202470438e-02
7.681261942218307048e+00 1.119954249057385942e+00 -1.021934554806654294e+00
6.574328681266975671e+00 4.490166940024895581e+00 -4.037022196762640736e-01
2.669820504331717803e+00 6.298334655442729968e+00 1.952634996248507615e-02
8.603107506930566473e+00 1.575871109053333052e+00 -9.846134853357715322e-01
4.322622697966140848e+00 2.592415566445504638e+00 -5.098536201599579432e-01
8.538724811998050779e-01 3.142471783458083312e+00 -1.114213713209099010e-01
6.571566850362766665e+00 9.267798527249947682e+00 1.626730391770003781e-02
1.311039178917676740e+00 7.592279211311897535e-01 -5.201016340176064512e-01
9.822808401510108922e+00 3.606300508207435751e+00 -5.925673493711827167e-01
5.440611806966230368e+00 4.744789877293856151e+00 -2.726159619207213503e-01
2.091540779737041333e+00 8.398410482674391275e+00 -3.308767807055132404e-02
6.513211087343004024e+00 3.514694553453183712e+00 -5.801518149358578791e-01
1.898676818912206743e+00 8.203745943674681129e+00 -5.391078741825827692e-02
7.316949052577251145e+00 2.362417008570313559e+00 -8.313770724218476627e-01
7.722604327784424072e+00 6.392432182098942484e+00 -2.100945820392206009e-01
4.022097903028325483e+00 3.371701371568360361e+00 -2.872959862704536071e-01
3.241735443469844657e+00 1.949447063460908014e+00 -4.850217377817488962e-01
5.785615206403461386e+00 1.866642001274606777e+00 -8.094646037224321189e-01
5.032953655094929424e+00 9.494808103593689097e+00 -1.959930782266605664e-02
7.738204082659477123e+00 5.521820636153877082e+00 -3.067090436776441775e-01
9.308060821313985045e+00 5.062690371699782865e+00 -4.037138862677951412e-01
5.219445441998168178e+00 4.003447380012337575e+00 -3.736310465867200836e-01
7.441552212012998879e+00 3.992269602964739761e+00 -5.173389951277318488e-01
1.071540306679400922e+00 7.151753710385960083e+00 -1.424691640525070635e-01
8.180278946563589171e-02 1.628731296772185200e+00 -3.290317352171963083e-01
6.400779374714622882e+00 7.915557737613800882e+00 2.207063264561581750e-02
1.127008929705296758e+00 2.156331742888474512e+00 -2.194431660206969947e-01
5.077492933913393180e+00 5.394903862897268532e+00 -5.083396627860192751e-02
7.034689788836172575e+00 3.101229394098266035e+00 -6.759033550293782611e-01
9.644587225516238149e+00 2.193693194447300154e+00 -8.369805317696820124e-01
9.509099635870795098e+00 6.418814453856629854e+00 -2.879621376962475665e-01
3.811544700531980467e+00 1.133170352686517640e-01 -7.871399061139924269e-01
7.919715200060550409e+00 3.241702588598485146e+00 -6.579344861334126549e-01
7.471553031651771981e+00 9.114172714136113740e+00 1.955800781734517990e-02
3.716156569325494097e+00 5.687231835246797651e-01 -7.506168483867813324e-01
6.542542187839040402e+00 3.105881459653966115e+00 -6.574515658943743679e-01
3.483221763177061447e+00 8.919547998913049724e+00 2.156170858655326317e-02
